source	target	component	layer	head	restoration_mean	restoration_std	n_cells
FOS	FOS	head	2	1	-0.01419213945317877	0.07946588018525974	8
FOS	FOS	head	3	0	-0.02815798620156538	0.055583946602589696	8
FOS	FOS	head	3	1	0.02546103987186274	0.09517697919052692	8
FOS	FOS	head	4	0	-0.011859116674451728	0.21238698448912355	8
FOS	FOS	head	4	1	-0.05850755459492467	0.22843961589731013	8
FOS	FOS	head	5	0	-0.036570885107690854	0.07659774729310348	8
FOS	FOS	head	5	1	-0.06430564920951062	0.11473890234935424	8
FOS	FOS	head	6	0	0.014510285303662357	0.06976311961687348	8
FOS	FOS	head	6	1	-0.010922807086354343	0.18162339940095332	8
FOS	FOS	head	7	0	-0.04475191416072438	0.04814963385548966	8
FOS	FOS	head	7	1	0.0055382666823692835	0.06201170866446479	8
FOS	FOS	head	8	0	-0.022212954066094085	0.0351354929793107	8
FOS	FOS	head	8	1	-0.02206014307071206	0.03529843093063975	8
FOS	FOS	head	9	0	-0.03657336531392694	0.028577480074123186	8
FOS	FOS	head	9	1	0.019560666116344595	0.021542675224040807	8
FOS	FOS	head	10	0	-0.00042763503404987424	0.015204465470581827	8
FOS	FOS	head	10	1	-0.003683102539855975	0.024407953831671603	8
FOS	FOS	head	11	0	-0.001148242111005898	0.011880761355695204	8
FOS	FOS	head	11	1	-0.004533794760097597	0.019421768939445326	8
JUN	JUN	head	0	0	-0.016831214441801017	0.09061207948336869	7
JUN	JUN	head	0	1	-0.079847542322423	0.11972307092547536	7
JUN	JUN	head	1	0	-0.018126111307303065	0.14099501496709402	7
JUN	JUN	head	1	1	0.06516055407718704	0.1316223362903753	7
JUN	JUN	head	2	0	0.081184175824048	0.11086694594621772	7
JUN	JUN	head	2	1	0.12116324195850958	0.17876806061959705	7
JUN	JUN	head	3	0	0.054598710478418355	0.0687060990035768	7
JUN	JUN	head	3	1	-0.00041237943083117547	0.07228640157148462	7
JUN	JUN	head	4	0	-0.015023979455464067	0.06534220455654464	7
JUN	JUN	head	4	1	0.08943349811757784	0.18974001712502284	7
JUN	JUN	head	5	0	0.0836756836482082	0.14935794165605648	7
JUN	JUN	head	5	1	0.06594967787876269	0.11253989535536164	7
JUN	JUN	head	6	0	-0.020056259247523446	0.03927237722939838	7
JUN	JUN	head	6	1	-0.02262765274362684	0.10384309997206681	7
JUN	JUN	head	7	0	0.12791307902873741	0.19584980624900625	7
JUN	JUN	head	7	1	0.06601573527766624	0.07611198291311061	7
JUN	JUN	head	8	0	0.015926581495992298	0.05965678269124629	7
JUN	JUN	head	8	1	0.02631177243467456	0.044516104939408156	7
JUN	JUN	head	9	0	0.012619263554904447	0.02505305516417115	7
JUN	JUN	head	9	1	-0.01646761955342558	0.03377496114934655	7
JUN	JUN	head	10	0	0.007876508001077254	0.02964841310990028	7
JUN	JUN	head	10	1	-0.001832420261401027	0.0270100635733967	7
JUN	JUN	head	11	0	0.0065162237688531285	0.005965700233968467	7
JUN	JUN	head	11	1	0.013295489177956782	0.019080315414593454	7
FOXP3	IL2RA	head	0	0	0.019607286357247313	0.0	1
FOXP3	IL2RA	head	0	1	0.017399514432155382	0.0	1
FOXP3	IL2RA	head	1	0	0.0223545781096929	0.0	1
FOXP3	IL2RA	head	1	1	-0.0008021807959337242	0.0	1
FOXP3	IL2RA	head	2	0	-0.012501242315391932	0.0	1
FOXP3	IL2RA	head	2	1	0.01287038746042338	0.0	1
FOXP3	IL2RA	head	3	0	0.03975409254184828	0.0	1
FOXP3	IL2RA	head	3	1	-0.046008263172092626	0.0	1
FOXP3	IL2RA	head	4	0	-0.0033010094699927593	0.0	1
FOXP3	IL2RA	head	4	1	0.0018315278349637244	0.0	1
FOXP3	IL2RA	head	5	0	0.0018670225604475175	0.0	1
FOXP3	IL2RA	head	5	1	-0.0026763023014780003	0.0	1
FOXP3	IL2RA	head	6	0	-0.0002910567489671035	0.0	1
FOXP3	IL2RA	head	6	1	-0.00010648417645137932	0.0	1
FOXP3	IL2RA	head	7	0	-0.0007169934547726208	0.0	1
FOXP3	IL2RA	head	7	1	-7.098945096758621e-06	0.0	1
FOXP3	IL2RA	head	8	0	0.00043303565090227594	0.0	1
FOXP3	IL2RA	head	8	1	0.0011145343801911036	0.0	1
FOXP3	IL2RA	head	9	0	0.00028395780387034485	0.0	1
FOXP3	IL2RA	head	9	1	-0.00011358312154813794	0.0	1
FOXP3	IL2RA	head	10	0	-9.938523135462071e-05	0.0	1
FOXP3	IL2RA	head	10	1	-0.00017747362741896554	0.0	1
FOXP3	IL2RA	head	11	0	0.0	0.0	1
FOXP3	IL2RA	head	11	1	0.0	0.0	1
JUN	TNF	head	0	0	-0.013319401671799383	0.0	1
JUN	TNF	head	0	1	0.008051033875934888	0.0	1
JUN	TNF	head	1	0	-0.06659700835899691	0.0	1
JUN	TNF	head	1	1	0.05906291245050594	0.0	1
JUN	TNF	head	2	0	0.04615046194456665	0.0	1
JUN	TNF	head	2	1	0.06282446106467224	0.0	1
JUN	TNF	head	3	0	0.10397052353717554	0.0	1
JUN	TNF	head	3	1	0.05300263968323801	0.0	1
JUN	TNF	head	4	0	-0.008875934887813462	0.0	1
JUN	TNF	head	4	1	-0.001803783545974483	0.0	1
JUN	TNF	head	5	0	0.008128024637043554	0.0	1
JUN	TNF	head	5	1	0.041959964804223496	0.0	1
JUN	TNF	head	6	0	-0.0021557413110426748	0.0	1
JUN	TNF	head	6	1	0.010811702595688517	0.0	1
JUN	TNF	head	7	0	-0.01603607567091949	0.0	1
JUN	TNF	head	7	1	-0.02144742630884294	0.0	1
JUN	TNF	head	8	0	0.001935767707875055	0.0	1
JUN	TNF	head	8	1	0.0007149142102947647	0.0	1
JUN	TNF	head	9	0	-3.2996040475142986e-05	0.0	1
JUN	TNF	head	9	1	-2.199736031676199e-05	0.0	1
JUN	TNF	head	10	0	-4.399472063352398e-05	0.0	1
JUN	TNF	head	10	1	-0.0003079630444346678	0.0	1
JUN	TNF	head	11	0	0.0	0.0	1
JUN	TNF	head	11	1	0.0	0.0	1
